date,temperaturemin,temperaturemax,precipitation,snow,snwd,awnd
11/7/18,49,73,0,0,0,1.34
4/8/19,57,81,1.98,0,0,8.5
4/12/19,59,69,0.65,0,0,9.17
4/23/19,46,81,0,0,0,7.38
4/30/19,60,86,0,0,0,8.5
9/1/19,63,86,0,0,0,5.59
6/29/20,72,91,0,0,0,4.03
10/10/20,62,75,0.7,0,0,2.46
10/24/20,60,83,0,0,0,3.36
10/25/20,51,68,0.1,0,0,8.05
11/16/20,43,63,0,0,0,4.03
4/25/21,47,70,0.02,0,0,5.59
5/2/21,51,84,0,0,0,10.96
5/10/21,60,81,0.37,0,0,10.07
5/12/21,41,57,0.09,0,0,6.04
6/27/21,70,89,0,0,0,4.92
7/14/21,69,90,0.02,0,0,6.26
7/18/21,71,87,0.17,0,0,7.83
8/9/21,69,93,0,0,0,5.59
8/13/21,76,100,0,0,0,8.72
11/4/21,39,48,0.07,0,0,4.7
11/6/21,38,54,0,0,0,12.08
11/24/21,24,53,0,0,0,1.57
11/26/21,35,54,0.14,0,0,6.26
12/31/21,61,74,0,0,0,4.9
3/2/22,42,76,0,0,0,5.1
3/8/22,49,63,0.39,0,0,5.8
5/1/22,50,83,0.82,0,0,6.3
5/2/22,64,84,0,0,0,6.7
5/17/22,53,84,0,0,0,4.5
1/31/19,18,39,0,0,0,4.92
3/30/19,53,76,0,0,0,10.74
3/31/19,44,65,0.01,0,0,9.17
4/15/19,47,71,0.05,0,0,10.51
4/27/19,45,74,0,0,0,8.05
9/11/19,68,92,0,0,0,3.8
12/9/19,43,61,0,0,0,7.16
1/4/20,43,65,0.45,0,0,9.17
2/20/20,33,43,0.47,2.5,0,6.49
5/24/20,62,87,0.12,0,0,4.7
6/6/20,72,90,0,0,0,6.04
6/12/20,68,85,0,0,0,6.04
7/27/20,74,96,0,0,0,7.16
8/22/20,73,86,0.01,0,0,5.14
9/20/20,51,70,0,0,0,9.62
9/22/20,44,72,0,0,0,2.46
9/24/20,58,72,0.11,0,0,2.24
12/22/20,32,56,0,0,0,6.26
1/4/21,34,49,0,0,0,1.12
2/13/21,32,35,0.77,0,0,7.61
3/21/21,41,67,0,0,0,11.86
4/12/21,49,79,0,0,0,4.25
2/23/22,55,71,0.09,0,0,4.9
4/14/22,67,82,0,0,0,12.3
2/23/17,50,77,0,0,0,3.36
3/7/17,49,74,0,0,0,13.87
6/13/17,67,89,0,0,0,8.05
6/27/17,59,83,0,0,0,3.8
7/4/17,71,92,0.84,0,0,3.8
8/16/17,74,92,0,0,0,4.03
10/19/17,42,76,0,0,0,1.12
12/10/17,27,43,0,0,0,5.82
1/25/18,26,49,0,0,0,3.13
2/10/18,43,65,0.08,0,0,4.47
5/7/18,55,74,0,0,0,7.61
7/14/18,65,89,0,0,0,4.03
8/14/18,65,86,0.12,0,0,2.46
1/26/19,22,51,0,0,0,2.46
1/27/19,26,53,0,0,0,2.91
2/1/19,27,58,0,0,0,5.37
2/14/19,29,64,0,0,0,4.7
4/18/19,61,80,0,0,0,11.41
5/31/19,64,91,0.67,0,0,2.46
6/1/19,61,84,0,0,0,2.91
6/7/19,71,78,0.53,0,0,4.7
8/21/19,71,91,0.12,0,0,11.18
10/8/19,59,71,0.01,0,0,8.5
10/13/19,59,75,0.39,0,0,2.91
10/31/19,55,85,0.23,0,0,14.09
11/6/19,48,65,0,0,0,5.82
7/18/20,72,94,0,0,0,4.47
8/2/20,75,94,0,0,0,11.41
9/17/20,68,73,2.08,0,0,8.28
10/11/20,64,68,0.79,0,0,8.28
10/14/20,51,76,0,0,0,2.24
12/4/20,39,65,0.31,0,0,8.95
2/10/21,40,50,0,0,0,6.71
4/5/21,42,76,0,0,0,2.91
7/2/21,66,79,1.08,0,0,5.59
7/7/21,70,91,0,0,0,8.72
7/11/21,73,91,0,0,0,6.71
1/20/17,46,59,0.09,0,0,2.91
1/30/17,30,46,0,0,0,6.26
2/6/17,31,68,0,0,0,4.7
2/10/17,26,51,0,0,0,6.71
3/23/17,31,56,0,0,0,7.38
4/1/17,49,75,0,0,0,6.04
1/27/18,31,67,0,0,0,6.26
4/26/18,48,75,0.18,0,0,3.36
11/6/18,57,74,0.03,0,0,7.38
11/29/18,25,51,0,0,0,3.13
2/16/19,34,58,0.45,0,0,8.05
2/19/19,33,45,0.25,0,0,5.37
2/24/19,41,65,0.05,0,0,8.72
3/19/19,33,55,0,0,0,6.26
3/26/19,39,56,0.06,0,0,10.07
5/27/19,68,89,0,0,0,3.13
6/9/19,70,80,0.09,0,0,6.93
6/10/19,72,87,0.14,0,0,6.49
11/8/19,33,58,0.1,0,0,7.61
11/9/19,27,52,0,0,0,2.68
11/10/19,29,65,0,0,0,5.82
1/31/20,28,47,0.6,0,0,4.47
2/24/20,46,54,0.18,0,0,6.93
7/13/20,68,92,0.08,0,0,4.47
3/24/17,37,71,0,0,0,9.62
5/7/17,45,69,0,0,0,5.82
7/12/17,75,94,0,0,0,8.72
8/24/17,71,84,0,0,0,6.04
11/14/17,43,52,0,0,0,8.72
1/4/18,18,30,0,0,1.2,9.62
1/10/18,43,61,0,0,0,4.92
1/30/18,25,40,0.04,0,0,6.93
5/28/18,69,76,0.28,0,0,6.26
6/28/18,68,90,0,0,0,4.92
8/19/18,68,88,1.83,0,0,6.71
9/7/18,71,92,0.03,0,0,2.68
10/22/18,34,62,0,0,0,3.8
11/22/18,33,50,0,0,0,5.59
2/25/19,37,59,0,0,0,7.83
3/3/19,42,50,0.81,0,0,6.93
3/9/19,41,48,0.01,0,0,5.82
5/6/19,60,77,0,0,0,5.82
5/30/19,65,96,0,0,0,6.93
7/8/19,74,92,0.17,0,0,4.7
1/22/20,24,46,0,0,0,6.26
3/12/20,51,73,0,0,0,4.92
3/31/20,46,62,0.23,0,0,9.62
4/5/20,47,73,0,0,0,4.47
4/15/20,40,57,0.14,0,0,7.61
7/1/20,69,90,0,0,0,3.58
7/14/20,68,95,0,0,0,2.91
7/16/20,74,94,0,0,0,5.59
8/3/20,71,84,1.01,0,0,5.59
9/2/20,72,92,0,0,0,4.47
11/20/20,31,69,0,0,0,4.03
12/6/20,28,55,0,0,0,2.24
12/13/20,50,69,0.07,0,0,3.8
1/9/21,28,50,0,0,0,2.91
2/11/21,37,49,0.83,0,0,6.26
3/14/21,43,72,0,0,0,4.03
4/9/21,60,83,0.07,0,0,5.82
6/3/21,68,79,2.04,0,0,6.26
8/30/21,72,96,0,0,0,4.92
12/26/21,47,73,0,0,0,3.13
1/25/22,35,61,0,0,0,2.9
1/28/22,26,48,0,0,0,2.9
4/7/22,54,80,0.05,0,0,8.5
4/29/22,45,71,0,0,0,6
5/16/22,64,87,0.01,0,0,7.4
5/30/22,66,91,0,0,0,2.9
8/17/18,73,91,0,0,0,9.62
8/23/18,60,80,0,0,0,5.14
9/1/18,71,93,0.19,0,0,4.92
9/29/18,60,82,0,0,0,3.36
5/11/19,64,81,0.18,0,0,5.37
6/12/19,59,74,0.35,0,0,6.71
7/15/19,70,95,0.35,0,0,4.25
8/2/19,68,87,0.21,0,0,5.14
8/17/19,72,91,0,0,0,4.47
9/10/19,70,89,0,0,0,3.8
9/17/19,66,88,0.07,0,0,5.82
9/30/19,71,88,0,0,0,6.04
1/26/20,32,54,0,0,0,4.25
2/2/20,33,63,0,0,0,10.96
3/6/20,40,59,0,0,0,7.83
5/5/20,53,73,0.02,0,0,8.28
5/28/20,70,85,0.73,0,0,6.49
11/19/20,28,57,0,0,0,2.01
12/8/20,27,48,0,0,0,4.25
12/15/20,29,45,0,0,0,6.49
12/20/20,35,46,0.47,0,0,2.68
1/5/21,29,48,0,0,0,1.34
1/6/21,34,51,0,0,0,2.46
1/17/21,27,50,0,0,0,6.93
1/26/21,41,48,0.37,0,0,4.47
1/30/21,20,44,0,0,0,2.01
2/20/21,28,45,0,0,0,4.47
4/23/21,31,67,0,0,0,3.8
12/11/17,26,55,0,0,0,4.92
12/21/17,36,53,0,0,0,4.47
12/27/17,27,45,0,0,0,4.7
1/22/18,38,62,0,0,0,4.7
6/30/19,69,94,0,0,0,5.14
7/25/19,63,87,0,0,0,4.25
10/12/19,52,86,0,0,0,4.03
12/11/19,30,48,0.32,0,0,4.47
12/27/19,44,67,0,0,0,2.01
1/1/20,35,55,0,0,0,4.47
1/12/20,63,70,0.31,0,0,9.17
2/21/20,26,36,0,0,2,7.61
3/1/20,24,59,0,0,0,5.37
4/6/20,52,82,0.02,0,0,5.37
6/19/20,66,86,0.8,0,0,5.59
11/9/20,53,76,0,0,0,3.8
7/6/21,68,90,0,0,0,7.61
8/14/21,71,95,0.55,0,0,6.49
10/31/21,49,72,0,0,0,6.04
11/13/21,40,66,0,0,0,6.49
12/2/21,45,71,0,0,0,8.28
12/30/21,64,67,0.1,0,0,6.26
1/10/22,34,53,0,0,0,5.1
1/29/17,30,54,0.02,0,0,8.05
1/31/17,31,68,0,0,0,12.75
4/27/17,62,82,0,0,0,10.51
4/30/17,70,86,0.02,0,0,10.51
1/1/19,51,71,0,0,0,7.38
3/7/19,23,50,0,0,0,2.46
3/22/19,42,63,0,0,0,9.4
2/3/17,34,49,0.06,0,0,4.7
2/11/17,41,73,0,0,0,12.3
4/13/17,54,80,0,0,0,8.05
8/1/17,60,88,0,0,0,2.91
8/11/17,73,89,1.2,0,0,4.25
9/8/17,51,77,0,0,0,2.68
11/13/17,42,60,0.64,0,0,4.25
1/9/18,29,63,0,0,0,2.68
2/8/18,33,50,0,0,0,3.36
3/24/18,27,50,0.91,0.2,0,3.58
4/12/18,44,75,0,0,0,13.87
6/3/18,69,88,0,0,0,4.92
7/22/18,68,89,1.11,0,0,5.59
10/9/18,67,80,0.07,0,0,6.49
11/20/18,38,64,0,0,0,5.82
1/12/19,30,39,0.07,0,0,5.59
3/1/19,39,47,0.65,0,0,7.38
5/15/19,43,72,0,0,0,3.58
7/22/19,74,97,0.06,0,0,12.08
10/29/19,55,71,0,0,0,3.58
1/8/20,29,59,0,0,0,6.04
5/25/20,62,76,0,0,0,5.59
6/28/20,70,91,0.06,0,0,6.04
8/21/20,71,84,0,0,0,4.25
11/11/20,68,78,0.23,0,0,8.72
4/26/21,42,77,0,0,0,2.68
7/8/21,71,79,2.52,0,0,8.05
8/20/21,73,87,0.36,0,0,2.91
9/11/21,56,83,0,0,0,3.58
9/15/21,72,89,0,0,0,6.71
10/9/21,63,68,4.96,0,0,6.71
1/19/22,28,60,0,0,0,7.8
3/24/22,59,73,0.47,0,0,11.6
5/26/17,59,81,0,0,0,7.83
6/11/17,67,90,0,0,0,6.26
9/28/17,63,94,0,0,0,3.13
10/26/17,40,63,0,0,0,3.8
1/14/18,21,33,0,0,0,8.72
4/27/18,54,73,0.01,0,0,4.92
5/14/18,68,93,0,0,0,8.05
5/18/18,71,82,0.23,0,0,8.28
6/7/18,62,85,0,0,0,4.92
6/18/18,74,94,0,0,0,4.92
6/20/18,73,94,0,0,0,4.47
6/24/18,73,96,0.07,0,0,7.61
7/16/18,74,95,0,0,0,8.05
7/21/18,69,88,0.01,0,0,6.71
9/28/18,65,79,0.02,0,0,4.92
11/5/18,54,62,0.82,0,0,3.8
4/20/19,49,66,0.02,0,0,12.53
8/31/19,62,89,0,0,0,2.91
11/4/19,33,64,0,0,0,2.24
11/29/19,33,56,0,0,0,1.12
1/28/20,34,53,0,0,0,2.24
9/15/20,59,75,0,0,0,8.72
10/8/20,58,83,0,0,0,2.46
10/17/20,46,64,0,0,0,4.92
10/28/20,57,72,0.05,0,0,4.03
1/7/21,27,49,0,0,0,2.91
1/12/21,34,56,0.09,0,0,1.79
1/25/21,39,46,0.37,0,0,3.8
2/19/21,32,44,0.42,0,0,4.7
4/22/21,32,61,0,0,0,5.82
8/19/21,73,94,0.44,0,0,3.8
10/20/21,45,79,0,0,0,2.01
10/29/21,55,71,0.58,0,0,9.62
11/1/21,43,70,0,0,0,2.01
11/28/21,35,62,0,0,0,4.7
12/20/21,29,44,0,0,0,4.47
12/23/21,27,51,0,0,0,2.91
1/18/22,25,49,0,0,0,3.4
2/1/22,28,52,0,0,0,4.3
2/6/22,23,44,0,0,0,6.5
2/25/22,42,69,0.01,0,0,5.4
3/4/22,41,60,0,0,0,6.9
4/10/22,39,64,0,0,0,7.8
4/30/22,55,72,0,0,0,3.6
1/27/17,30,51,0,0,0,6.49
3/14/17,30,54,0.25,0,0,10.51
3/27/17,59,79,0.06,0,0,9.17
5/27/17,61,88,0,0,0,6.04
6/26/17,60,85,0,0,0,3.36
10/27/17,38,73,0,0,0,5.82
1/13/18,29,56,0,0,0,9.62
1/15/18,17,39,0,0,0,3.8
6/29/17,60,87,0,0,0,6.71
7/21/17,74,98,0,0,0,5.59
8/29/17,64,71,0.22,0,0,8.5
9/12/17,63,79,0.63,0,0,10.74
10/7/17,59,86,0.15,0,0,6.26
3/1/18,50,57,0.59,0,0,4.47
4/17/18,33,62,0,0,0,9.4
4/30/18,36,72,0,0,0,4.03
5/15/18,69,88,0.02,0,0,8.72
8/11/18,72,91,0.04,0,0,4.47
9/24/18,64,74,0,0,0,5.82
11/17/18,33,59,0,0,0,1.57
1/15/19,28,47,0,0,0,1.34
1/23/19,31,64,0.04,0,0,7.83
2/27/19,40,50,0.29,0,0,3.13
4/3/19,31,69,0,0,0,4.7
4/11/19,47,79,0,0,0,6.49
5/8/19,62,83,0,0,0,7.38
5/16/19,51,79,0,0,0,4.03
12/23/20,27,57,0,0,0,3.58
1/24/21,23,46,0,0,0,3.8
2/1/21,33,43,0,0,0,5.82
2/8/21,25,53,0,0,0,4.03
2/18/21,32,40,0.78,0,0,9.17
2/26/21,41,50,0.58,0,0,9.17
3/15/21,45,56,0,0,0,7.61
3/26/21,64,79,0.14,0,0,12.08
4/6/21,49,83,0,0,0,3.36
2/2/22,25,60,0,0,0,3.1
2/4/22,47,67,0.3,0,0,15.2
2/7/22,32,37,0.53,0,0,5.6
2/18/22,38,71,0.16,0,0,11.2
5/4/22,67,88,0,0,0,8.7
5/18/22,55,87,0,0,0,6.3
5/20/22,66,96,0,0,0,10.5
5/24/22,61,80,0,0,0,8.3
8/12/17,73,92,0.48,0,0,5.37
12/31/17,23,35,0,0,0,10.07
3/18/18,40,60,0.01,0,0,6.04
3/21/18,32,42,0.05,0,0,6.93
3/26/18,32,53,0,0,0,10.29
5/30/20,68,88,0,0,0,3.8
6/10/20,76,92,0.05,0,0,11.18
6/27/20,66,91,0,0,0,5.82
8/13/20,73,90,0.06,0,0,3.8
10/3/20,46,72,0,0,0,5.82
7/28/21,71,95,0,0,0,4.7
10/16/21,56,85,0.17,0,0,8.05
10/18/21,42,71,0,0,0,3.58
12/12/21,30,58,0,0,0,4.03
2/3/22,48,70,0.02,0,0,9.6
2/11/22,36,70,0,0,0,8.3
2/13/22,32,54,0,0,0,6.7
3/25/22,52,70,0,0,0,8.1
1/2/17,47,51,1.08,0,0,5.59
1/6/17,32,43,0.25,0,0,6.04
1/22/17,53,56,0.09,0,0,5.82
2/14/17,30,64,0,0,0,4.7
4/4/17,63,82,0,0,0,12.97
5/10/17,57,83,0.45,0,0,3.8
6/10/17,61,89,0,0,0,6.04
6/30/17,69,87,0.05,0,0,7.83
8/15/17,76,91,0.07,0,0,2.91
10/3/17,50,77,0,0,0,6.26
10/15/17,62,83,0,0,0,9.84
11/6/17,53,76,0,0,0,4.7
2/3/18,18,42,0,0,0,5.14
2/9/18,28,58,0,0,0,4.03
2/28/18,39,57,0.07,0,0,4.92
6/2/18,68,87,0.08,0,0,4.7
7/2/18,75,95,0,0,0,3.13
7/26/18,68,92,0,0,0,4.92
9/15/18,73,77,1.85,0,0,15.88
11/8/18,51,65,0,0,0,7.16
3/18/19,32,60,0,0,0,4.47
6/2/19,62,88,0,0,0,5.59
9/20/19,50,79,0,0,0,3.36
9/26/19,70,94,0,0,0,6.04
10/20/19,56,65,1.57,0,0,8.05
12/29/19,57,73,0.09,0,0,8.72
1/15/20,57,70,0,0,0,4.47
2/6/20,60,70,2.35,0,0,9.4
5/10/20,36,70,0,0,0,8.28
5/15/20,60,83,0,0,0,10.51
5/18/20,64,70,0.07,0,0,8.28
8/4/20,69,88,1.64,0,0,8.28
9/18/20,64,75,0.1,0,0,9.62
1/27/21,40,53,0.33,0,0,5.37
1/31/21,33,38,1.07,0,0,5.82
2/27/21,40,58,0.15,0,0,4.7
5/8/21,42,74,0,0,0,4.92
7/5/21,65,90,0,0,0,2.91
7/26/21,73,92,0.02,0,0,7.16
12/25/21,49,72,0,0,0,13.2
1/15/22,28,40,0,0,0,5.8
2/26/22,40,48,0.02,0,0,5.8
4/9/22,45,56,0,0,0,6.9
1/5/17,29,44,0,0,0,2.01
3/29/17,55,73,0,0,0,4.92
5/2/17,60,77,0,0,0,11.41
5/8/17,43,71,0,0,0,4.7
5/28/17,67,86,0.08,0,0,6.71
8/9/17,67,84,0,0,0,6.71
9/9/17,53,76,0,0,0,7.38
11/2/17,55,78,0,0,0,2.01
11/4/17,56,64,0,0,0,8.28
12/7/17,40,49,0,0,0,2.46
5/27/18,69,87,0,0,0,9.4
7/13/18,68,88,0,0,0,7.61
8/24/18,55,82,0,0,0,4.7
9/30/18,62,81,0,0,0,4.03
11/9/18,50,53,0.07,0,0,5.37
12/29/18,45,65,0,0,0,3.36
1/5/19,44,61,0.01,0,0,9.62
1/22/19,17,39,0,0,0,3.8
2/2/19,29,60,0,0,0,3.8
2/26/19,30,63,0,0,0,3.8
5/26/19,72,94,0.05,0,0,5.82
6/8/19,71,79,0.32,0,0,9.4
6/19/19,71,88,0.02,0,0,7.61
1/21/20,24,38,0,0,0,8.05
2/5/20,60,64,0.2,0,0,8.95
2/10/20,36,64,0,0,0,8.05
2/25/20,48,65,0.16,0,0,7.38
3/18/20,46,68,0,0,0,5.82
4/13/20,61,81,0.39,0,0,15.43
5/8/20,44,70,0.05,0,0,11.41
5/22/20,62,82,0.05,0,0,6.26
7/6/20,68,92,0,0,0,5.37
7/28/20,73,97,1.03,0,0,5.82
8/10/20,71,89,0,0,0,4.25
9/3/20,76,93,0,0,0,8.05
11/30/20,46,69,1.17,0,0,13.42
2/28/21,48,77,0,0,0,4.03
3/18/21,49,73,0.02,0,0,5.59
5/4/21,64,87,0.2,0,0,9.4
5/17/21,56,76,0.05,0,0,3.13
8/27/21,72,93,0,0,0,4.7
8/31/21,72,94,0,0,0,6.93
9/17/21,72,83,0.01,0,0,5.59
9/25/21,49,78,0,0,0,2.01
1/23/22,17,47,0,0,1,4
4/19/22,39,59,0,0,0,
5/8/22,47,53,0.01,0,0,9.4
2/19/17,44,73,0,0,0,4.7
3/4/17,25,54,0,0,0,2.46
4/23/17,53,56,0.77,0,0,11.18
5/6/17,53,67,0.02,0,0,10.96
5/21/17,60,76,0,0,0,7.61
6/23/17,73,91,0.04,0,0,13.65
8/22/17,74,96,0,0,0,7.61
9/15/17,63,85,0,0,0,1.79
9/24/17,63,87,0,0,0,5.59
10/4/17,50,82,0,0,0,2.24
10/18/17,37,68,0,0,0,2.68
2/24/18,57,78,0,0,0,11.18
2/27/18,35,61,0,0,0,2.24
3/5/18,26,54,0,0,0,4.7
3/7/18,35,54,0,0,0,6.71
4/18/18,42,82,0,0,0,9.62
5/2/19,63,85,0,0,0,9.17
7/1/19,72,90,0,0,0,5.14
8/1/19,67,91,0.87,0,0,4.47
8/9/19,67,93,0,0,0,3.13
9/29/19,69,95,0,0,0,5.37
11/1/19,39,59,0,0,0,4.47
12/24/19,42,65,0,0,0,6.71
3/11/20,54,76,0,0,0,4.7
4/12/20,47,76,0.01,0,0,10.96
4/21/20,48,77,0,0,0,9.62
5/19/20,54,64,0.79,0,0,12.53
9/21/20,48,68,0,0,0,7.16
10/26/20,50,73,0.02,0,0,2.68
10/27/20,53,77,0,0,0,2.01
12/14/20,37,59,1.12,0,0,5.82
12/17/20,35,52,0,0,0,3.8
1/28/21,29,40,0.36,1.6,2,8.72
5/26/21,70,94,0,0,0,6.04
6/1/21,53,83,0,0,0,3.8
11/14/21,29,58,0,0,0,3.13
12/9/21,27,45,0,0,0,3.36
3/3/22,46,84,0,0,0,7.4
1/16/17,44,51,0,0,0,4.47
1/23/17,43,60,0.28,0,0,9.84
2/25/17,52,81,0,0,0,13.2
2/26/17,37,56,0,0,0,4.47
3/2/17,39,62,0,0,0,8.05
3/20/17,30,66,0,0,0,3.58
4/3/17,50,76,0.4,0,0,9.17
4/18/17,61,74,0.03,0,0,9.62
8/7/17,74,92,0.04,0,0,10.96
11/24/17,26,57,0,0,0,1.57
12/25/17,30,47,0,0,0,7.61
2/6/18,29,59,0,0,0,5.37
2/19/18,40,50,0.3,0,0,2.46
3/22/18,32,53,0,0,0,6.04
4/8/18,32,52,0,0,0,4.92
4/9/18,40,57,0,0,0,5.14
5/24/18,68,84,0,0,0,6.93
6/15/18,69,86,0,0,0,5.82
7/30/18,72,86,0.72,0,0,4.47
7/31/18,73,87,0.22,0,0,5.37
10/10/18,69,81,0.1,0,0,7.61
10/12/18,51,71,0,0,0,2.91
11/14/18,39,48,0.04,0,0,8.05
12/14/18,36,57,0.7,0,0,5.14
3/5/19,32,44,0,0,0,5.14
3/12/19,35,60,0,0,0,2.68
6/26/19,68,89,0,0,0,2.46
9/15/19,67,86,0,0,0,3.36
10/7/19,58,85,0,0,0,3.58
10/27/19,61,85,0.13,0,0,8.28
11/16/19,42,50,0,0,0,15.66
12/17/19,45,64,0.41,0,0,10.96
12/22/19,26,48,0.04,0,0,0.45
3/8/20,28,63,0,0,0,4.47
9/6/20,57,82,0,0,0,3.58
9/19/20,51,66,0,0,0,9.62
12/9/20,26,53,0,0,0,6.04
3/2/21,37,51,0,0,0,2.91
6/16/21,59,83,0,0,0,3.36
7/29/21,68,94,0,0,0,8.28
9/7/21,62,91,0,0,0,4.03
10/27/21,46,70,0,0,0,3.36
3/10/22,43,49,0.05,0,0,7.2
3/20/22,46,67,0,0,0,7.6
4/1/22,46,69,0,0,0,9.6
4/17/22,56,75,0,0,0,
4/23/22,59,83,0,0,0,6.5
4/28/22,45,71,0,0,0,4.3
1/19/17,36,63,0,0,0,1.34
1/26/17,43,70,0.06,0,0,13.42
2/12/17,58,83,0.05,0,0,11.41
3/13/17,26,42,0.56,0,0,8.28
3/15/17,24,40,0,0,0,10.51
3/17/17,23,58,0.03,0,0,4.92
5/1/17,68,85,0.29,0,0,15.66
8/20/17,71,95,0,0,0,3.58
10/6/17,55,86,0,0,0,2.91
10/11/17,73,89,1.12,0,0,8.05
10/13/17,63,71,0,0,0,7.38
11/18/17,33,67,0,0,0,11.41
12/4/17,33,61,0,0,0,2.46
12/14/17,30,57,0,0,0,7.38
3/2/18,41,55,0,0,0,14.99
3/12/18,32,38,0.92,1.4,0,7.16
5/13/18,66,93,0,0,0,6.04
5/25/18,65,86,0,0,0,5.82
6/16/18,65,90,0,0,0,4.47
6/26/18,66,74,0.74,0,0,6.93
7/25/18,69,82,0.27,0,0,3.8
8/13/18,67,85,0.08,0,0,3.58
10/15/18,59,80,0,0,0,5.59
11/10/18,34,52,0,0,0,6.26
1/7/19,40,51,0,0,0,6.93
2/10/19,27,43,0,0,0,3.8
2/21/19,35,59,0.14,0,0,4.25
3/2/19,37,59,0,0,0,4.25
4/2/19,31,40,0.35,0,0,5.82
5/1/19,63,84,0,0,0,8.05
5/5/19,63,77,0.36,0,0,6.71
6/22/19,63,84,0.01,0,0,4.03
6/25/19,70,90,0,0,0,5.14
8/30/19,57,90,0,0,0,3.13
9/3/19,68,91,0,0,0,3.13
9/5/19,70,79,0.93,0,0,11.86
9/25/19,63,87,0,0,0,6.04
10/5/19,58,68,0,0,0,8.72
12/3/19,35,51,0,0,0,5.14
12/21/19,30,49,0,0,0,2.01
1/3/20,46,58,1.53,0,0,3.58
1/16/20,46,64,0,0,0,7.83
1/23/20,25,49,0,0,0,4.7
1/27/20,31,54,0.12,0,0,2.68
3/7/20,34,54,0,0,0,5.82
4/2/20,41,66,0,0,0,5.37
4/3/20,41,72,0,0,0,5.14
4/11/20,32,67,0,0,0,4.47
4/30/20,55,69,1.67,0,0,8.72
5/6/20,49,72,0,0,0,6.93
5/12/20,38,65,0,0,0,3.8
7/10/20,71,95,0.25,0,0,4.7
8/12/20,72,91,0,0,0,4.7
8/14/20,72,89,0.63,0,0,3.58
8/16/20,67,79,0.02,0,0,4.25
8/17/20,64,86,0.11,0,0,2.46
10/31/20,44,60,0,0,0,5.82
12/25/20,26,57,0.05,0,0,10.51
12/29/20,32,51,0,0,0,5.14
1/2/21,42,57,0.6,0,0,3.13
5/3/21,66,79,0.2,0,0,11.86
5/7/21,43,64,0.33,0,0,2.91
6/4/21,71,85,0.02,0,0,5.82
6/7/21,72,89,0,0,0,8.28
6/21/21,72,91,0,0,0,9.4
7/13/21,73,90,0,0,0,9.4
7/23/21,66,87,0,0,0,4.25
8/3/21,66,75,0.11,0,0,7.16
8/23/21,68,92,0,0,0,2.01
11/15/21,33,54,0,0,0,4.47
11/21/21,34,64,0,0,0,1.12
12/17/21,54,73,0,0,0,6.93
1/20/22,30,50,0.34,0,0,8.3
2/14/22,27,50,0,0,0,3.4
2/27/22,36,46,0.19,0,0,3.1
3/16/22,48,72,0.65,0,0,4.7
5/19/22,70,92,0.01,0,0,9.4
5/29/22,59,88,0,0,0,2.7
2/4/17,26,45,0,0,0,4.7
5/25/17,60,76,0.82,0,0,11.41
7/8/17,71,95,0.05,0,0,6.49
8/14/17,73,88,0.21,0,0,3.8
11/22/17,42,62,0.03,0,0,4.7
3/14/18,31,44,0,0,0,7.61
5/11/18,59,89,0,0,0,4.03
5/30/18,73,85,0.49,0,0,5.59
9/5/18,71,91,0,0,0,4.03
9/6/18,71,92,0,0,0,2.91
9/19/18,65,88,0,0,0,1.79
10/23/18,42,66,0,0,0,4.7
12/12/18,24,45,0,0,1.2,1.34
1/21/19,17,31,0,0,0,5.82
4/16/19,38,69,0,0,0,5.82
7/23/19,64,82,1.16,0,0,5.14
8/14/19,73,93,0.12,0,0,6.71
10/19/19,39,67,0.03,0,0,3.13
12/7/19,34,52,0,0,0,6.04
3/23/20,44,50,0.32,0,0,5.82
5/13/20,42,70,0,0,0,1.57
6/30/20,70,92,0.21,0,0,3.8
11/5/20,40,74,0,0,0,0.89
11/26/20,55,68,0.02,0,0,6.49
1/10/21,25,53,0,0,0,0.67
2/22/21,33,59,0.41,0,0,7.16
3/1/21,48,68,0.15,0,0,10.07
3/25/21,52,75,0.02,0,0,5.82
3/28/21,57,76,0.25,0,0,13.87
6/9/21,71,89,0,0,0,7.83
7/24/21,68,87,0,0,0,6.71
8/8/21,65,91,0,0,0,2.68
10/1/21,58,82,0,0,0,2.68
10/11/21,64,72,0,0,0,6.49
11/30/21,26,59,0,0,0,6.93
12/7/21,41,56,0,0,0,6.49
2/10/22,33,67,0,0,0,7.4
4/3/22,46,70,0,0,0,5.8
5/3/22,65,89,0,0,0,8.7
5/23/22,67,85,1.29,0,0,6
1/11/17,40,57,0,0,0,6.04
3/22/17,39,64,0,0,0,8.28
4/15/17,61,85,0,0,0,9.62
4/21/17,63,89,0.21,0,0,6.93
6/16/17,70,89,2.3,0,0,4.03
6/28/17,57,83,0,0,0,4.25
8/18/17,75,98,0.01,0,0,7.38
11/5/17,51,70,0,0,0,2.46
11/19/17,34,64,0.08,0,0,9.17
11/20/17,28,57,0,0,0,2.01
1/1/18,13,28,0,0,0,6.49
1/7/18,4,30,0,0,0,2.68
1/19/18,19,49,0,0,3.9,3.58
1/20/18,26,56,0,0,1.2,5.59
1/28/18,52,60,1.3,0,0,5.14
4/10/18,39,62,0,0,0,5.37
4/11/18,38,62,0,0,0,5.37
4/21/18,37,68,0,0,0,4.47
6/12/18,63,70,0.01,0,0,6.26
7/6/18,71,93,0.34,0,0,3.8
7/10/18,59,91,0,0,0,2.46
